Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
February 28 2023,Kent,DE,Passenger,1,0,1,48,49,2.04
April 30 2024,Arapahoe,CO,Passenger,1,1,2,64,66,3.03
November 30 2021,Arlington,VA,Passenger,1,1,2,135,137,1.46
June 30 2017,Fulton,GA,Passenger,1,0,1,118,119,0.84
June 30 2017,Spokane,WA,Truck,1,0,1,90616,90617,0.00
May 31 2020,Walla Walla,WA,Passenger,70,62,132,35806,35938,0.37
January 31 2019,Arlington,VA,Passenger,1,2,3,163,166,1.81
February 28 2017,Ventura,CA,Passenger,0,2,2,386,388,0.52
September 30 2021,Orange,NC,Passenger,0,1,1,13,14,7.14
June 30 2021,Clark,WA,Passenger,2843,1421,4264,322362,326626,1.31
April 30 2018,Kitsap,WA,Passenger,743,441,1184,177345,178529,0.66
July 31 2020,San Juan,WA,Truck,0,0,0,5842,5842,0.00
May 31 2019,Williamson,TX,Passenger,0,1,1,149,150,0.67
May 31 2024,Spotsylvania,VA,Passenger,0,1,1,19,20,5.00
March 31 2023,Norfolk,MA,Passenger,1,0,1,21,22,4.55
December 31 2018,Rogers,OK,Passenger,1,0,1,6,7,14.29
June 30 2017,New Haven,CT,Passenger,0,1,1,57,58,1.72
October 31 2018,Oldham,KY,Passenger,0,1,1,5,6,16.67
March 31 2021,Garfield,WA,Truck,0,0,0,1009,1009,0.00
January 31 2021,Platte,MO,Passenger,1,0,1,20,21,4.76
June 30 2020,Kent,MI,Passenger,0,1,1,27,28,3.57
December 31 2021,Nassau,NY,Passenger,3,0,3,35,38,7.89
October 31 2020,Owyhee,ID,Passenger,1,0,1,3,4,25.00
August 31 2019,Travis,TX,Passenger,4,1,5,217,222,2.25
August 31 2018,Lane,OR,Passenger,0,1,1,184,185,0.54
October 31 2020,Contra Costa,CA,Passenger,4,3,7,284,291,2.41
November 30 2021,Miami-Dade,FL,Passenger,1,0,1,99,100,1.00
May 31 2023,Virginia Beach,VA,Passenger,4,1,5,456,461,1.08
April 30 2018,Santa Fe,NM,Passenger,0,1,1,41,42,2.38
August 31 2019,Valencia,NM,Passenger,1,0,1,8,9,11.11
July 31 2020,DeKalb,IN,Passenger,1,0,1,1,2,50.00
January 31 2023,Lincoln,WA,Passenger,14,19,33,7759,7792,0.42
September 30 2022,Sarpy,NE,Passenger,1,0,1,66,67,1.49
February 28 2018,Kitsap,WA,Truck,1,0,1,52840,52841,0.00
August 31 2021,Richland,SC,Passenger,0,1,1,140,141,0.71
April 30 2023,El Paso,CO,Passenger,2,1,3,532,535,0.56
October 31 2022,Douglas,WA,Truck,2,0,2,12806,12808,0.02
October 31 2018,DeKalb,GA,Passenger,1,0,1,80,81,1.23
January 31 2022,Douglas,CO,Passenger,0,1,1,89,90,1.11
January 31 2023,Rock Island,IL,Passenger,0,1,1,13,14,7.14
December 31 2023,Escambia,FL,Passenger,0,1,1,117,118,0.85
September 30 2022,Anchorage,AK,Passenger,2,0,2,129,131,1.53
November 30 2021,Orange,FL,Passenger,2,0,2,113,115,1.74
December 31 2023,Leavenworth,KS,Passenger,0,1,1,75,76,1.32
February 29 2020,Jones,GA,Passenger,1,0,1,1,2,50.00
February 28 2023,Marion,IA,Passenger,1,0,1,0,1,100.00
April 30 2023,Portsmouth,VA,Passenger,0,1,1,67,68,1.47
January 31 2023,Skagit,WA,Truck,11,0,11,32063,32074,0.03
June 30 2020,Wahkiakum,WA,Passenger,6,6,12,2991,3003,0.40
February 29 2024,Sacramento,CA,Passenger,1,1,2,139,141,1.42
May 31 2022,York,VA,Passenger,1,0,1,86,87,1.15
October 31 2018,Duval,FL,Passenger,1,2,3,382,385,0.78
December 31 2022,Adams,WA,Passenger,23,11,34,12993,13027,0.26
June 30 2017,Hawaii,HI,Passenger,1,0,1,84,85,1.18
October 31 2019,Dakota,MN,Passenger,0,1,1,34,35,2.86
December 31 2021,Wahkiakum,WA,Truck,0,0,0,1822,1822,0.00
February 29 2020,DeKalb,GA,Passenger,1,0,1,86,87,1.15
August 31 2019,Palm Beach,FL,Passenger,0,2,2,87,89,2.25
November 30 2023,Yakima,WA,Passenger,617,304,921,166435,167356,0.55
January 31 2020,Yakima,WA,Passenger,120,115,235,166210,166445,0.14
November 30 2020,Klickitat,WA,Passenger,62,42,104,14969,15073,0.69
April 30 2017,Anne Arundel,MD,Passenger,0,1,1,500,501,0.20
April 30 2020,St. Mary's,MD,Passenger,1,0,1,214,215,0.47
November 30 2017,Sedgwick,KS,Passenger,0,1,1,107,108,0.93
July 31 2020,Travis,TX,Passenger,3,1,4,187,191,2.09
March 31 2022,Greene,MO,Passenger,0,1,1,31,32,3.12
March 31 2024,Montgomery,OH,Passenger,0,1,1,37,38,2.63
June 30 2021,Harford,MD,Passenger,0,1,1,55,56,1.79
December 31 2018,Yakima,WA,Passenger,82,99,181,164733,164914,0.11
April 30 2017,Pacific,WA,Passenger,9,8,17,15075,15092,0.11
November 30 2017,,,Passenger,3,0,3,448,451,0.67
June 30 2018,Pend Oreille,WA,Truck,0,0,0,5685,5685,0.00
January 31 2019,Flathead,MT,Passenger,1,0,1,63,64,1.56
December 31 2022,Lane,OR,Passenger,0,2,2,93,95,2.11
January 31 2023,Houston,GA,Passenger,1,0,1,31,32,3.12
November 30 2018,Lumpkin,GA,Passenger,1,0,1,7,8,12.50
December 31 2023,Chelan,WA,Passenger,754,215,969,54217,55186,1.76
February 28 2018,Clallam,WA,Truck,0,0,0,21291,21291,0.00
March 31 2024,Yolo,CA,Passenger,2,0,2,19,21,9.52
January 31 2020,Allegheny,PA,Passenger,2,0,2,84,86,2.33
November 30 2021,Pierce,WA,Passenger,4128,2106,6234,556626,562860,1.11
July 31 2021,Cowlitz,WA,Truck,0,0,0,29100,29100,0.00
May 31 2018,Allegheny,PA,Passenger,1,0,1,80,81,1.23
July 31 2020,Maui,HI,Passenger,2,0,2,36,38,5.26
September 30 2022,Garfield,WA,Truck,0,0,0,967,967,0.00
February 28 2023,Fairbanks North Star,AK,Passenger,0,1,1,65,66,1.52
August 31 2020,Ventura,CA,Passenger,1,1,2,289,291,0.69
July 31 2021,Okaloosa,FL,Passenger,0,1,1,123,124,0.81
December 31 2019,Santa Rosa,FL,Passenger,1,0,1,92,93,1.08
December 31 2019,Loudoun,VA,Passenger,1,0,1,95,96,1.04
June 30 2019,Vigo,IN,Passenger,1,0,1,6,7,14.29
December 31 2023,Fairfax,VA,Passenger,8,5,13,536,549,2.37
June 30 2022,Fairbanks North Star,AK,Passenger,0,1,1,79,80,1.25
July 31 2018,Cochise,AZ,Passenger,0,1,1,117,118,0.85
February 28 2022,Grays Harbor,WA,Truck,0,0,0,21332,21332,0.00
May 31 2024,Collin,TX,Passenger,1,0,1,27,28,3.57
July 31 2022,Richmond,NY,Passenger,1,0,1,4,5,20.00
April 30 2022,Clallam,WA,Passenger,405,241,646,49802,50448,1.28
February 28 2021,Skagit,WA,Passenger,536,247,783,91299,92082,0.85
October 31 2020,Chelan,WA,Passenger,265,82,347,54366,54713,0.63
April 30 2020,Kittitas,WA,Passenger,101,49,150,29857,30007,0.50
May 31 2022,Cowlitz,WA,Truck,1,1,2,28577,28579,0.01
August 31 2021,DuPage,IL,Passenger,3,1,4,56,60,6.67
March 31 2019,Allegheny,PA,Passenger,1,0,1,93,94,1.06
March 31 2023,Hennepin,MN,Passenger,1,0,1,43,44,2.27
October 31 2022,San Diego,CA,Passenger,22,8,30,2358,2388,1.26
October 31 2019,Pend Oreille,WA,Truck,0,0,0,5737,5737,0.00
April 30 2021,Missoula,MT,Passenger,1,0,1,66,67,1.49
January 31 2022,Wilson,NC,Passenger,1,0,1,0,1,100.00
August 31 2022,Sarasota,FL,Passenger,2,0,2,34,36,5.56
August 31 2017,Yakima,WA,Truck,0,0,0,57635,57635,0.00
August 31 2020,Flathead,MT,Passenger,2,0,2,61,63,3.17
September 30 2020,Norfolk,VA,Passenger,2,2,4,346,350,1.14
January 31 2024,Galveston,TX,Passenger,0,1,1,12,13,7.69
April 30 2024,Washtenaw,MI,Passenger,0,2,2,13,15,13.33
January 31 2017,Bexar,TX,Passenger,3,3,6,1265,1271,0.47
April 30 2020,Chelan,WA,Truck,0,0,0,22453,22453,0.00
February 29 2020,Klamath,OR,Passenger,1,0,1,39,40,2.50
December 31 2023,Pend Oreille,WA,Passenger,34,22,56,8749,8805,0.64
May 31 2021,Okanogan,WA,Truck,0,0,0,16743,16743,0.00
January 31 2017,Manassas,VA,Passenger,0,1,1,8,9,11.11
July 31 2021,Grant,WA,Passenger,120,90,210,66884,67094,0.31
July 31 2020,Alameda,CA,Passenger,2,0,2,276,278,0.72
June 30 2021,Ferry,WA,Truck,0,0,0,3643,3643,0.00
April 30 2021,Hampshire,MA,Passenger,1,0,1,9,10,10.00
November 30 2020,Newport,RI,Passenger,0,1,1,83,84,1.19
October 31 2019,Pima,AZ,Passenger,2,1,3,404,407,0.74
January 31 2023,Camden,NJ,Passenger,0,1,1,13,14,7.14
March 31 2024,Shelby,AL,Passenger,1,0,1,4,5,20.00
June 30 2018,Grays Harbor,WA,Passenger,52,58,110,46571,46681,0.24
July 31 2020,San Juan,WA,Passenger,311,94,405,13949,14354,2.82
December 31 2020,Washington,OR,Passenger,1,0,1,432,433,0.23
June 30 2020,Orange,CA,Passenger,7,2,9,514,523,1.72
May 31 2022,Skagit,WA,Truck,2,0,2,32373,32375,0.01
October 31 2018,Pend Oreille,WA,Truck,0,0,0,5755,5755,0.00
February 29 2020,Chelan,WA,Truck,0,0,0,22568,22568,0.00
May 31 2017,Tulare,CA,Passenger,1,0,1,194,195,0.51
January 31 2024,Burlington,NJ,Passenger,0,2,2,81,83,2.41
May 31 2020,Kent,MI,Passenger,0,1,1,27,28,3.57
May 31 2024,Kitsap,WA,Passenger,4413,1625,6038,170470,176508,3.42
July 31 2021,Grant,WA,Truck,0,0,0,27919,27919,0.00
March 31 2018,Mason,WA,Passenger,68,81,149,45212,45361,0.33
February 29 2020,Travis,TX,Passenger,3,1,4,201,205,1.95
December 31 2022,Kittitas,WA,Passenger,299,94,393,29519,29912,1.31
April 30 2020,Calvert,MD,Passenger,0,2,2,91,93,2.15
May 31 2020,Adams,WA,Truck,0,0,0,5215,5215,0.00
March 31 2022,Dorchester,SC,Passenger,1,0,1,70,71,1.41
November 30 2020,Lincoln,WA,Truck,0,0,0,4658,4658,0.00
January 31 2021,Bucks,PA,Passenger,1,0,1,22,23,4.35
November 30 2023,King,WA,Truck,963,2,965,173005,173970,0.55
February 28 2019,Wahkiakum,WA,Truck,0,0,0,1720,1720,0.00
January 31 2017,Grant,WA,Passenger,16,21,37,60381,60418,0.06
February 28 2022,Tarrant,TX,Passenger,3,0,3,150,153,1.96
March 31 2022,Pima,AZ,Passenger,1,1,2,274,276,0.72
September 30 2021,Fresno,CA,Passenger,1,0,1,182,183,0.55
September 30 2022,Washtenaw,MI,Passenger,0,1,1,26,27,3.70
February 28 2023,Lincoln,OR,Passenger,0,1,1,17,18,5.56
December 31 2017,Prince William,VA,Passenger,0,4,4,270,274,1.46
June 30 2017,Klickitat,WA,Truck,0,0,0,7963,7963,0.00
August 31 2023,Lake,IN,Passenger,0,1,1,7,8,12.50
March 31 2019,Spartanburg,SC,Passenger,0,1,1,38,39,2.56
May 31 2021,Powhatan,VA,Passenger,1,0,1,1,2,50.00
November 30 2021,St. Clair,IL,Passenger,1,0,1,124,125,0.80
June 30 2022,Wahkiakum,WA,Passenger,23,11,34,3069,3103,1.10
June 30 2019,Wahkiakum,WA,Passenger,2,2,4,3008,3012,0.13
February 28 2023,Lake,IL,Passenger,1,0,1,133,134,0.75
June 30 2020,Rockingham,NH,Passenger,1,0,1,22,23,4.35
May 31 2020,Montgomery,TX,Passenger,1,0,1,56,57,1.75
October 31 2021,Meade,KY,Passenger,1,0,1,27,28,3.57
September 30 2022,Garfield,WA,Passenger,1,3,4,1314,1318,0.30
May 31 2017,Skagit,WA,Truck,1,0,1,31385,31386,0.00
June 30 2022,Yavapai,AZ,Passenger,0,1,1,30,31,3.23
January 31 2023,Washington,MD,Passenger,2,0,2,12,14,14.29
August 31 2021,Denton,TX,Passenger,1,0,1,80,81,1.23
January 31 2021,Goochland,VA,Passenger,4,3,7,259,266,2.63
December 31 2022,Lake,IL,Passenger,1,0,1,135,136,0.74
November 30 2022,Asotin,WA,Truck,0,0,0,6668,6668,0.00
May 31 2023,Columbia,WA,Truck,0,0,0,1553,1553,0.00
February 28 2022,Gwinnett,GA,Passenger,1,0,1,61,62,1.61
November 30 2018,Douglas,NE,Passenger,0,1,1,67,68,1.47
July 31 2018,Charleston,SC,Passenger,1,0,1,127,128,0.78
September 30 2019,El Paso,CO,Passenger,2,1,3,750,753,0.40
January 31 2021,Stevens,WA,Truck,0,0,0,18745,18745,0.00
May 31 2017,Charles,MD,Passenger,0,1,1,91,92,1.09
June 30 2018,Riverside,CA,Passenger,2,2,4,706,710,0.56
March 31 2023,Pacific,WA,Truck,3,0,3,7814,7817,0.04
October 31 2019,Cook,IL,Passenger,1,0,1,245,246,0.41
December 31 2019,Vigo,IN,Passenger,1,0,1,6,7,14.29
June 30 2021,Larimer,CO,Passenger,1,0,1,46,47,2.13
January 31 2017,Norfolk,MA,Passenger,1,0,1,40,41,2.44
March 31 2019,Lewis,WA,Passenger,95,92,187,58516,58703,0.32
May 31 2018,Richland,SC,Passenger,0,1,1,174,175,0.57
June 30 2018,Honolulu,HI,Passenger,1,2,3,533,536,0.56
September 30 2018,Franklin,WA,Truck,0,0,0,18871,18871,0.00
April 30 2022,Montgomery,TX,Passenger,1,0,1,40,41,2.44
April 30 2017,Palm Beach,FL,Passenger,0,2,2,100,102,1.96
March 31 2023,Suffolk,VA,Passenger,1,0,1,115,116,0.86
December 31 2018,Clark,WA,Passenger,1246,841,2087,311335,313422,0.67
March 31 2024,Pacific,WA,Passenger,103,102,205,15425,15630,1.31
April 30 2020,Hillsborough,FL,Passenger,0,1,1,188,189,0.53
April 30 2020,El Paso,CO,Passenger,2,0,2,734,736,0.27
May 31 2020,Monterey,CA,Passenger,0,1,1,180,181,0.55
January 31 2022,Escambia,FL,Passenger,0,1,1,145,146,0.68
October 31 2017,Maui,HI,Passenger,1,0,1,69,70,1.43
August 31 2018,King,WA,Truck,7,1,8,182951,182959,0.00
July 31 2021,Kittitas,WA,Truck,0,0,0,14793,14793,0.00
October 31 2018,Kittitas,WA,Truck,0,0,0,14130,14130,0.00
March 31 2022,,,Passenger,5,2,7,327,334,2.10
August 31 2023,Larimer,CO,Passenger,1,0,1,27,28,3.57
January 31 2024,Monterey,CA,Passenger,0,4,4,123,127,3.15
January 31 2020,Spokane,WA,Truck,1,0,1,96874,96875,0.00
October 31 2022,Fairbanks North Star,AK,Passenger,0,1,1,72,73,1.37
March 31 2024,Douglas,NE,Passenger,0,1,1,25,26,3.85
December 31 2018,Flathead,MT,Passenger,1,0,1,60,61,1.64
November 30 2019,Los Angeles,CA,Passenger,6,10,16,1103,1119,1.43
June 30 2017,Dale,AL,Passenger,0,1,1,63,64,1.56
February 28 2018,Canyon,ID,Passenger,0,1,1,98,99,1.01
May 31 2020,Moore,NC,Passenger,0,1,1,164,165,0.61
April 30 2024,Santa Barbara,CA,Passenger,1,0,1,57,58,1.72
June 30 2019,Houston,GA,Passenger,1,0,1,56,57,1.75
June 30 2020,Chelan,WA,Passenger,231,78,309,54179,54488,0.57
September 30 2018,Clark,WA,Passenger,1089,784,1873,309669,311542,0.60
July 31 2019,New London,CT,Passenger,0,1,1,238,239,0.42
February 28 2019,El Paso,TX,Passenger,2,0,2,493,495,0.40
March 31 2022,Queens,NY,Passenger,1,0,1,51,52,1.92
July 31 2017,Essex,NJ,Passenger,1,0,1,16,17,5.88
September 30 2022,Kitsap,WA,Passenger,2567,1112,3679,177343,181022,2.03
April 30 2023,Ferry,WA,Passenger,19,4,23,4341,4364,0.53
November 30 2019,Clark,WA,Truck,0,0,0,81255,81255,0.00
July 31 2019,Ferry,WA,Truck,0,0,0,3581,3581,0.00
May 31 2020,Denver,CO,Passenger,1,0,1,122,123,0.81
August 31 2019,King,WA,Passenger,20002,7201,27203,1392531,1419734,1.92
May 31 2024,Grant,WA,Truck,25,0,25,27176,27201,0.09
March 31 2024,Jefferson,WA,Truck,21,0,21,9132,9153,0.23
July 31 2018,Prince William,VA,Passenger,0,5,5,262,267,1.87
June 30 2022,Orange,CA,Passenger,6,3,9,391,400,2.25
November 30 2023,Harnett,NC,Passenger,4,0,4,133,137,2.92
April 30 2019,Marion,OR,Passenger,1,0,1,120,121,0.83
February 29 2020,Shelby,TN,Passenger,0,1,1,98,99,1.01
July 31 2017,Orange,CA,Passenger,3,1,4,638,642,0.62
November 30 2020,Hillsborough,FL,Passenger,0,1,1,175,176,0.57
May 31 2019,Kootenai,ID,Passenger,1,2,3,219,222,1.35
March 31 2022,Henrico,VA,Passenger,0,1,1,15,16,6.25
August 31 2022,DeKalb,GA,Passenger,1,0,1,50,51,1.96
February 28 2021,Lake,FL,Passenger,1,0,1,24,25,4.00
April 30 2022,Clark,WA,Passenger,3862,1695,5557,317533,323090,1.72
May 31 2022,Pend Oreille,WA,Passenger,16,11,27,9001,9028,0.30
May 31 2020,Cowlitz,WA,Truck,0,0,0,28751,28751,0.00
December 31 2020,District of Columbia,DC,Passenger,2,1,3,197,200,1.50
July 31 2017,Sumter,FL,Passenger,0,1,1,10,11,9.09
November 30 2021,Rockdale,GA,Passenger,1,0,1,5,6,16.67
February 28 2023,Wilson,TX,Passenger,0,1,1,3,4,25.00
November 30 2020,Spokane,WA,Truck,0,0,0,100338,100338,0.00
October 31 2017,Pacific,WA,Truck,0,0,0,7519,7519,0.00
October 31 2018,Ferry,WA,Truck,0,0,0,3564,3564,0.00
January 31 2018,Kitsap,WA,Passenger,707,402,1109,176377,177486,0.62
July 31 2019,Hillsborough,FL,Passenger,0,1,1,206,207,0.48
March 31 2017,Maricopa,AZ,Passenger,1,1,2,1870,1872,0.11
June 30 2022,Multnomah,OR,Passenger,1,3,4,567,571,0.70
August 31 2022,Fairfax,VA,Passenger,7,3,10,639,649,1.54
October 31 2020,New York,NY,Passenger,2,0,2,64,66,3.03
August 31 2020,Chelan,WA,Truck,0,0,0,22663,22663,0.00
February 29 2024,Hennepin,MN,Passenger,1,0,1,27,28,3.57
September 30 2021,Pulaski,MO,Passenger,1,0,1,131,132,0.76
August 31 2019,Santa Rosa,FL,Passenger,1,0,1,92,93,1.08
August 31 2022,Yakima,WA,Passenger,364,207,571,166390,166961,0.34
December 31 2020,Alameda,CA,Passenger,4,0,4,273,277,1.44
May 31 2021,Pima,AZ,Passenger,2,1,3,312,315,0.95
December 31 2018,Shelby,TN,Passenger,0,1,1,102,103,0.97
April 30 2023,Franklin,WA,Truck,4,0,4,20860,20864,0.02
July 31 2018,Dakota,MN,Passenger,0,2,2,36,38,5.26
January 31 2024,Hennepin,MN,Passenger,1,0,1,28,29,3.45
May 31 2024,Lincoln,WA,Truck,1,0,1,4673,4674,0.02
January 31 2019,Manassas,VA,Passenger,0,1,1,9,10,10.00
April 30 2021,Yakima,WA,Truck,0,0,0,61638,61638,0.00
April 30 2017,Pacific,WA,Truck,0,0,0,7461,7461,0.00
December 31 2017,Skamania,WA,Passenger,10,7,17,8586,8603,0.20
July 31 2022,Juneau,AK,Passenger,0,1,1,33,34,2.94
December 31 2020,Hawaii,HI,Passenger,1,0,1,58,59,1.69
March 31 2023,Columbia,OR,Passenger,1,0,1,12,13,7.69
February 28 2021,Maui,HI,Passenger,2,0,2,31,33,6.06
July 31 2019,Nantucket,MA,Passenger,1,0,1,2,3,33.33
June 30 2020,Sumter,FL,Passenger,0,1,1,9,10,10.00
March 31 2018,Spokane,WA,Passenger,304,273,577,301216,301793,0.19
November 30 2021,Garfield,WA,Passenger,0,3,3,1345,1348,0.22
October 31 2020,Denver,CO,Passenger,1,0,1,119,120,0.83
March 31 2024,Charles,MD,Passenger,1,1,2,47,49,4.08
November 30 2020,Klickitat,WA,Truck,0,0,0,8081,8081,0.00
May 31 2024,Cowlitz,WA,Truck,18,0,18,26922,26940,0.07
November 30 2022,Norfolk,VA,Passenger,2,3,5,295,300,1.67
April 30 2018,Sacramento,CA,Passenger,1,1,2,315,317,0.63
August 31 2019,Clark,WA,Passenger,1647,960,2607,315459,318066,0.82
September 30 2020,Franklin,WA,Passenger,68,75,143,60904,61047,0.23
July 31 2018,Douglas,WA,Truck,0,0,0,11969,11969,0.00
May 31 2024,Skamania,WA,Truck,4,0,4,3678,3682,0.11
September 30 2022,Queens,NY,Passenger,1,0,1,42,43,2.33
October 31 2022,Charleston,SC,Passenger,2,2,4,58,62,6.45
June 30 2021,Hawaii,HI,Passenger,1,0,1,50,51,1.96
December 31 2022,Hanover,VA,Passenger,1,0,1,1,2,50.00
March 31 2019,Spokane,WA,Passenger,490,392,882,307696,308578,0.29
October 31 2017,Lincoln,WA,Passenger,2,5,7,7575,7582,0.09
March 31 2023,Adams,CO,Passenger,1,0,1,29,30,3.33
July 31 2021,Philadelphia,PA,Passenger,1,0,1,49,50,2.00
July 31 2021,Dallas,IA,Passenger,0,1,1,9,10,10.00
July 31 2022,St. Lawrence,NY,Passenger,1,0,1,3,4,25.00
February 29 2020,Clallam,WA,Passenger,206,163,369,50796,51165,0.72
December 31 2019,Ramsey,MN,Passenger,1,0,1,42,43,2.33
February 28 2019,Santa Rosa,FL,Passenger,1,0,1,93,94,1.06
April 30 2023,Pulaski,MO,Passenger,3,0,3,96,99,3.03
December 31 2018,Broward,FL,Passenger,2,1,3,129,132,2.27
July 31 2021,Ulster,NY,Passenger,1,0,1,13,14,7.14
March 31 2017,Carroll,NH,Passenger,0,1,1,0,1,100.00
July 31 2017,Wahkiakum,WA,Truck,0,0,0,1659,1659,0.00
August 31 2018,Houston,GA,Passenger,1,0,1,56,57,1.75
September 30 2020,Williams,ND,Passenger,0,1,1,11,12,8.33
September 30 2021,Maricopa,AZ,Passenger,8,6,14,1251,1265,1.11
September 30 2023,Kootenai,ID,Passenger,0,1,1,105,106,0.94
April 30 2020,Twin Falls,ID,Passenger,0,1,1,31,32,3.12
May 31 2023,Ulster,NY,Passenger,1,0,1,9,10,10.00
April 30 2023,Pacific,WA,Passenger,74,90,164,15604,15768,1.04
March 31 2017,Skagit,WA,Passenger,119,91,210,87512,87722,0.24
September 30 2020,Clallam,WA,Truck,1,0,1,21764,21765,0.00
June 30 2019,Ada,ID,Passenger,0,2,2,325,327,0.61
August 31 2022,Fairbanks North Star,AK,Passenger,0,1,1,75,76,1.32
September 30 2019,Placer,CA,Passenger,1,0,1,102,103,0.97
July 31 2023,Skamania,WA,Truck,1,0,1,3845,3846,0.03
January 31 2023,Nueces,TX,Passenger,0,1,1,55,56,1.79
March 31 2024,Goochland,VA,Passenger,1,0,1,31,32,3.12
May 31 2018,DeKalb,GA,Passenger,1,0,1,83,84,1.19
August 31 2022,Lee,FL,Passenger,1,0,1,33,34,2.94
February 29 2024,Rock Island,IL,Passenger,0,1,1,11,12,8.33
September 30 2020,Randolph,NC,Passenger,1,0,1,8,9,11.11
July 31 2017,Walla Walla,WA,Passenger,27,26,53,34885,34938,0.15
September 30 2023,El Paso,CO,Passenger,4,1,5,480,485,1.03
December 31 2019,Flathead,MT,Passenger,1,0,1,70,71,1.41
November 30 2022,Moore,NC,Passenger,0,1,1,112,113,0.88
August 31 2019,Manatee,FL,Passenger,1,0,1,35,36,2.78
July 31 2023,Cumberland,PA,Passenger,1,0,1,34,35,2.86
January 31 2020,Cowlitz,WA,Passenger,127,111,238,73592,73830,0.32
December 31 2017,Maricopa,AZ,Passenger,1,1,2,1687,1689,0.12
August 31 2022,San Diego,CA,Passenger,22,8,30,2391,2421,1.24
May 31 2018,Virginia Beach,VA,Passenger,2,1,3,683,686,0.44
January 31 2023,Columbia,WA,Passenger,8,1,9,2432,2441,0.37
April 30 2017,Montgomery,MD,Passenger,1,0,1,310,311,0.32
July 31 2017,Lane,OR,Passenger,0,1,1,231,232,0.43
May 31 2021,Hillsborough,FL,Passenger,0,2,2,160,162,1.23
December 31 2022,Collier,FL,Passenger,1,0,1,18,19,5.26
August 31 2019,Clallam,WA,Passenger,184,148,332,50721,51053,0.65
May 31 2018,Manatee,FL,Passenger,1,0,1,38,39,2.56
January 31 2020,San Juan,WA,Truck,0,0,0,5925,5925,0.00
June 30 2019,Pinal,AZ,Passenger,2,0,2,201,203,0.99
January 31 2020,Wilson,TX,Passenger,0,1,1,8,9,11.11
February 28 2017,Marin,CA,Passenger,1,0,1,59,60,1.67
January 31 2021,Polk,FL,Passenger,1,0,1,66,67,1.49
February 28 2021,Frederick,MD,Passenger,1,1,2,67,69,2.90
May 31 2021,Camden,NJ,Passenger,0,1,1,16,17,5.88
February 28 2021,Pacific,WA,Truck,0,0,0,7824,7824,0.00
January 31 2017,Ferry,WA,Truck,0,0,0,3581,3581,0.00
December 31 2018,Kootenai,ID,Passenger,1,2,3,220,223,1.35
September 30 2018,Pierce,WA,Passenger,1325,1267,2592,535425,538017,0.48
August 31 2021,Adams,WA,Passenger,16,14,30,13030,13060,0.23
September 30 2021,Whitman,WA,Truck,0,0,0,8557,8557,0.00
April 30 2020,Island,WA,Truck,1,0,1,21136,21137,0.00
March 31 2024,Garfield,WA,Passenger,0,3,3,1298,1301,0.23
September 30 2021,Harrison,MS,Passenger,2,0,2,57,59,3.39
March 31 2023,Howard,MD,Passenger,0,2,2,59,61,3.28
July 31 2018,Volusia,FL,Passenger,0,1,1,35,36,2.78
October 31 2019,Eagle,CO,Passenger,1,0,1,6,7,14.29
October 31 2023,Kitsap,WA,Passenger,3719,1435,5154,175395,180549,2.85
September 30 2022,Anne Arundel,MD,Passenger,3,3,6,335,341,1.76
September 30 2022,Honolulu,HI,Passenger,4,3,7,368,375,1.87
November 30 2022,Harris,TX,Passenger,1,0,1,159,160,0.62
January 31 2023,Moore,NC,Passenger,0,1,1,109,110,0.91
August 31 2023,Santa Clara,CA,Passenger,15,3,18,181,199,9.05
May 31 2024,Kootenai,ID,Truck,1,0,1,18,19,5.26
December 31 2020,Washoe,NV,Passenger,1,0,1,106,107,0.93
June 30 2023,Fairfax,VA,Passenger,8,3,11,588,599,1.84
May 31 2017,El Paso,CO,Passenger,2,1,3,812,815,0.37
December 31 2017,Pinal,AZ,Passenger,2,0,2,218,220,0.91
October 31 2019,Frederick,MD,Passenger,1,1,2,82,84,2.38
July 31 2017,Saratoga,NY,Passenger,1,1,2,73,75,2.67
May 31 2020,Arapahoe,CO,Passenger,1,0,1,138,139,0.72
July 31 2021,Pennington,SD,Passenger,1,0,1,33,34,2.94
March 31 2022,Richland,SC,Passenger,0,2,2,139,141,1.42
December 31 2019,Skamania,WA,Truck,0,0,0,4097,4097,0.00
March 31 2017,Garfield,WA,Truck,0,0,0,939,939,0.00
March 31 2023,Fairbanks North Star,AK,Passenger,0,1,1,63,64,1.56
July 31 2021,Saginaw,MI,Passenger,1,0,1,9,10,10.00
October 31 2019,Pacific,WA,Passenger,30,29,59,16103,16162,0.37
August 31 2020,Jefferson,WA,Truck,0,0,0,9535,9535,0.00
March 31 2021,Washoe,NV,Passenger,1,0,1,100,101,0.99
March 31 2024,El Dorado,CA,Passenger,1,0,1,15,16,6.25
April 30 2020,Klickitat,WA,Passenger,53,41,94,15418,15512,0.61
November 30 2020,Ferry,WA,Truck,0,0,0,3601,3601,0.00
December 31 2022,Virginia Beach,VA,Truck,1,0,1,113,114,0.88
December 31 2018,Klamath,OR,Passenger,1,0,1,39,40,2.50
September 30 2023,Laramie,WY,Passenger,1,0,1,26,27,3.70
